year,date,time,depth,group,common name,genus species,number
2005,13-14May,night,50,sea star,sunflower sea star,Pycnopodia helianthoides,1
2005,13-14May,morning,50,squid,stubby squid,Rossia pacifica,1
2005,13-14May,afternoon,70,sea star,morning sun star,Solaster dawsoni,1
2005,13-14May,early morning,70,sea star,morning sun star,Solaster dawsoni,1
2005,13-14May,morning,70,sea star,sun star,Solaster stimpsoni ,2
2005,13-14May,afternoon,70,sea star,unidentified,,1
2005,13-14May,night,70,sea star,unidentified,,1
2006,12-13May,morning,10,nudibranch,Armina,Armina californica,1
2006,12-13May,early morning,25,nudibranch,Armina,Armina californica,1
2006,12-13May,morning,25,nudibranch,Armina,Armina californica,1
2006,12-13May,afternoon,50,nudibranch,Armina,Armina californica,1
2006,12-13May,night,10,crab,red rock crab,Cancer productus,2
2006,12-13May,afternoon,25,crab,red rock crab,Cancer productus,2
2006,12-13May,morning,50,crab,red rock crab,Cancer productus,1
2006,12-13May,evening,70,crab,red rock crab (f),Cancer productus,1
2006,12-13May,early morning,10,shrimp,crangon shrimp,Crangon alaskensis,1
2006,12-13May,night,10,shrimp,crangon shrimp,Crangon alaskensis,30
2006,12-13May,early morning,25,shrimp,crangon shrimp,Crangon alaskensis,1
2006,12-13May,evening,25,shrimp,crangon shrimp,Crangon alaskensis,2
2006,12-13May,night,25,shrimp,crangon shrimp,Crangon alaskensis,2
2006,12-13May,early morning,50,shrimp,crangon shrimp,Crangon alaskensis,23
2006,12-13May,morning,50,shrimp,crangon shrimp,Crangon alaskensis,2
2006,12-13May,night,50,shrimp,crangon shrimp,Crangon alaskensis,1
2006,12-13May,early morning,70,shrimp,crangon shrimp,Crangon alaskensis,43
2006,12-13May,evening,70,shrimp,crangon shrimp,Crangon alaskensis,1
2006,12-13May,morning,70,shrimp,crangon shrimp,Crangon alaskensis,1
2006,12-13May,early morning,70,sea star,rose star,Crossaster papposus,1
2006,12-13May,early morning,25,crab,decorator crab,Majoidea,1
2006,12-13May,evening,25,crab,decorator crab,Majoidea,1
2006,12-13May,afternoon,70,crab,decorator crab,Majoidea,1
2006,12-13May,evening,50,sea star,vermilion star,Mediaster aequalis,1
2006,12-13May,early morning,70,sea star,vermilion star,Mediaster aequalis,1
2006,12-13May,evening,70,sea star,vermilion star,Mediaster aequalis,2
2006,12-13May,evening,25,crab,Dungeness crab,Metacarcinus magister,1
2006,12-13May,afternoon,50,crab,Dungeness crab,Metacarcinus magister,1
2006,12-13May,evening,70,crab,Dungeness crab,Metacarcinus magister,1
2006,12-13May,morning,70,crab,Dungeness crab,Metacarcinus magister,1
2006,12-13May,early morning,50,crab,Dungeness crab (f),Metacarcinus magister,2
2006,12-13May,morning,50,crab,Dungeness crab (f),Metacarcinus magister,1
2006,12-13May,evening,70,crab,Dungeness crab (f),Metacarcinus magister,1
2006,12-13May,evening,70,crab,Dungeness crab (f),Metacarcinus magister,2
2006,12-13May,morning,70,crab,Dungeness crab (f),Metacarcinus magister,1
2006,12-13May,evening,70,crab,Dungeness crab (m),Metacarcinus magister,1
2006,12-13May,morning,25,sea anemone,plumose anemone,Metridium senile,2
2006,12-13May,early morning,70,sea anemone,plumose anemone,Metridium senile,6
2006,12-13May,afternoon,70,shrimp,Alaskan pink shrimp,Pandalus borealis,67
2006,12-13May,early morning,70,shrimp,Alaskan pink shrimp,Pandalus borealis,16
2006,12-13May,evening,70,shrimp,Alaskan pink shrimp,Pandalus borealis,1
2006,12-13May,evening,70,shrimp,Alaskan pink shrimp,Pandalus borealis,7
2006,12-13May,morning,70,shrimp,Alaskan pink shrimp,Pandalus borealis,1
2006,12-13May,night,70,shrimp,Alaskan pink shrimp,Pandalus borealis,5
2006,12-13May,evening,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,2
2006,12-13May,afternoon,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2006,12-13May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,9
2006,12-13May,early morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,12
2006,12-13May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,2
2006,12-13May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,1
2006,12-13May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,2
2006,12-13May,early morning,10,shrimp,pink shrimp,Pandalus spp.,1
2006,12-13May,early morning,50,shrimp,pink shrimp,Pandalus spp.,4
2006,12-13May,morning,50,shrimp,pink shrimp,Pandalus spp.,1
2006,12-13May,night,50,shrimp,pink shrimp,Pandalus spp.,84
2006,12-13May,evening,70,sea cucumber,Giant California sea cucumber,Parastichopus californicus,1
2006,12-13May,morning,50,sea pen,orange sea pen,Ptilosarcus gurneyi,1
2006,12-13May,afternoon,70,crab,kelp crab,Pugettia producta,1
2006,12-13May,early morning,10,sea star,sunflower sea star,Pycnopodia helianthoides,1
2006,12-13May,night,50,sea star,sunflower sea star,Pycnopodia helianthoides,1
2006,12-13May,afternoon,50,squid,stubby squid,Rossia pacifica,1
2006,12-13May,early morning,50,squid,stubby squid,Rossia pacifica,1
2006,12-13May,morning,50,squid,stubby squid,Rossia pacifica,2
2006,12-13May,evening,70,sea star,sun star,Solaster stimpsoni ,2
2006,12-13May,morning,70,sea star,sun star,Solaster stimpsoni ,2
2006,12-13May,evening,70,shrimp,unidentified,,8
2007,11-12May,afternoon,10,nudibranch,Armina,Armina californica,1
2007,11-12May,early morning,10,nudibranch,Armina,Armina californica,1
2007,11-12May,night,10,crab,red rock crab (f),Cancer productus,1
2007,11-12May,night,70,crab,red rock crab (f),Cancer productus,2
2007,11-12May,evening,25,crab,longhorn decorator crab,Chorilia longipes,1
2007,11-12May,night,50,shrimp,crangon shrimp,Crangon alaskensis,5
2007,11-12May,night,70,shrimp,crangon shrimp,Crangon alaskensis,26
2007,11-12May,early morning,10,squid,market squid,Doryteuthis opalescens,1
2007,11-12May,evening,25,crab,Dungeness crab (f),Metacarcinus magister,1
2007,11-12May,early morning,50,crab,Dungeness crab (f),Metacarcinus magister,3
2007,11-12May,evening,50,crab,Dungeness crab (f),Metacarcinus magister,3
2007,11-12May,night,50,crab,Dungeness crab (f),Metacarcinus magister,3
2007,11-12May,afternoon,70,crab,Dungeness crab (f),Metacarcinus magister,1
2007,11-12May,evening,10,crab,Dungeness crab (m),Metacarcinus magister,1
2007,11-12May,night,10,crab,Dungeness crab (m),Metacarcinus magister,1
2007,11-12May,morning,25,crab,Dungeness crab (m),Metacarcinus magister,2
2007,11-12May,night,25,crab,Dungeness crab (m),Metacarcinus magister,1
2007,11-12May,night,50,sea anemone,plumose anemone,Metridium senile,1
2007,11-12May,morning,50,octopus,East Pacific red octopus,Octopus rubescens,1
2007,11-12May,afternoon,10,crab,hermit crab,Paguroidea,1
2007,11-12May,early morning,10,crab,hermit crab,Paguroidea,3
2007,11-12May,evening,10,crab,hermit crab,Paguroidea,6
2007,11-12May,night,10,crab,hermit crab,Paguroidea,1
2007,11-12May,afternoon,70,shrimp,Alaskan pink shrimp,Pandalus borealis,45
2007,11-12May,evening,70,shrimp,Alaskan pink shrimp,Pandalus borealis,11
2007,11-12May,night,70,shrimp,Alaskan pink shrimp,Pandalus borealis,25
2007,11-12May,evening,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2007,11-12May,evening,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,10
2007,11-12May,night,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,2
2007,11-12May,night,70,shrimp,humpy (coonstripe) shrimp,Pandalus goniurus,35
2007,11-12May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,9
2007,11-12May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,2
2007,11-12May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,2
2007,11-12May,early morning,10,shrimp,barred shrimp,Pandalus spp.,1
2007,11-12May,early morning,25,shrimp,barred shrimp,Pandalus spp.,1
2007,11-12May,evening,25,shrimp,barred shrimp,Pandalus spp.,11
2007,11-12May,night,25,shrimp,barred shrimp,Pandalus spp.,5
2007,11-12May,early morning,50,shrimp,barred shrimp,Pandalus spp.,32
2007,11-12May,evening,50,shrimp,barred shrimp,Pandalus spp.,3
2007,11-12May,afternoon,70,shrimp,barred shrimp,Pandalus spp.,30
2007,11-12May,night,50,shrimp,pink shrimp,Pandalus spp.,8
2007,11-12May,afternoon,70,shrimp,striped shrimp,Pandalus spp.,6
2007,11-12May,evening,70,shrimp,striped shrimp,Pandalus spp.,2
2007,11-12May,evening,10,sea pen,orange sea pen,Ptilosarcus gurneyi,1
2007,11-12May,afternoon,10,sea star,sunflower sea star,Pycnopodia helianthoides,1
2007,11-12May,night,10,sea star,sunflower sea star,Pycnopodia helianthoides,1
2007,11-12May,afternoon,25,sea star,sunflower sea star,Pycnopodia helianthoides,1
2007,11-12May,night,25,sea star,sunflower sea star,Pycnopodia helianthoides,1
2007,11-12May,night,25,squid,stubby squid,Rossia pacifica,1
2007,11-12May,evening,50,squid,stubby squid,Rossia pacifica,1
2007,11-12May,afternoon,70,squid,stubby squid,Rossia pacifica,1
2007,11-12May,afternoon,10,sea star,sun star,Solaster stimpsoni ,2
2007,11-12May,early morning,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,29
2007,11-12May,early morning,70,shrimp,oriental shrimp,,7
2007,11-12May,evening,25,sea star,unidentified,,1
2007,11-12May,evening,50,shrimp,unidentified,,1
2007,11-12May,evening,70,shrimp,unidentified,,21
2008,16-17May,early morning,10,nudibranch,Armina,Armina californica,1
2008,16-17May,night,10,nudibranch,Armina,Armina californica,2
2008,16-17May,night,25,nudibranch,Armina,Armina californica,1
2008,16-17May,night,70,crab,longhorn decorator crab,Chorilia longipes,1
2008,16-17May,night,50,shrimp,crangon shrimp,Crangon alaskensis,1
2008,16-17May,night,70,shrimp,crangon shrimp,Crangon alaskensis,58
2008,16-17May,night,10,squid,market squid,Doryteuthis opalescens,3
2008,16-17May,afternoon,25,squid,market squid,Doryteuthis opalescens,1
2008,16-17May,afternoon,70,squid,market squid,Doryteuthis opalescens,1
2008,16-17May,evening,50,crab,Dungeness crab,Metacarcinus magister,1
2008,16-17May,afternoon,70,crab,Dungeness crab,Metacarcinus magister,1
2008,16-17May,evening,70,crab,Dungeness crab,Metacarcinus magister,1
2008,16-17May,morning,10,crab,Dungeness crab (f),Metacarcinus magister,1
2008,16-17May,night,10,crab,Dungeness crab (f),Metacarcinus magister,1
2008,16-17May,morning,25,crab,Dungeness crab (f),Metacarcinus magister,1
2008,16-17May,early morning,50,crab,Dungeness crab (f),Metacarcinus magister,1
2008,16-17May,morning,70,crab,Dungeness crab (f),Metacarcinus magister,1
2008,16-17May,afternoon,70,shrimp,sidestripe shrimp,Pandalopsis dispar,6
2008,16-17May,afternoon,70,shrimp,Alaskan pink shrimp,Pandalus borealis,65
2008,16-17May,early morning,70,shrimp,Alaskan pink shrimp,Pandalus borealis,51
2008,16-17May,evening,70,shrimp,Alaskan pink shrimp,Pandalus borealis,34
2008,16-17May,morning,70,shrimp,Alaskan pink shrimp,Pandalus borealis,15
2008,16-17May,night,70,shrimp,Alaskan pink shrimp,Pandalus borealis,57
2008,16-17May,night,50,shrimp,spot shrimp (prawn),Pandalus platyceros,3
2008,16-17May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,24
2008,16-17May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,27
2008,16-17May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,10
2008,16-17May,night,50,shrimp,pink shrimp,Pandalus spp.,17
2008,16-17May,morning,70,shrimp,striped shrimp,Pandalus spp.,1
2008,16-17May,afternoon,10,sea star,pink sea star,Pisaster brevispinus,1
2008,16-17May,evening,10,crab,kelp crab,Pugettia producta,1
2008,16-17May,evening,70,crab,kelp crab,Pugettia producta,4
2008,16-17May,afternoon,10,sea star,sunflower sea star,Pycnopodia helianthoides,1
2008,16-17May,early morning,10,sea star,sunflower sea star,Pycnopodia helianthoides,1
2008,16-17May,morning,10,sea star,sunflower sea star,Pycnopodia helianthoides,1
2008,16-17May,morning,50,sea star,sunflower sea star,Pycnopodia helianthoides,1
2008,16-17May,night,10,squid,stubby squid,Rossia pacifica,1
2008,16-17May,afternoon,70,squid,stubby squid,Rossia pacifica,1
2008,16-17May,early morning,70,squid,stubby squid,Rossia pacifica,1
2008,16-17May,morning,70,squid,stubby squid,Rossia pacifica,1
2008,16-17May,night,10,shrimp,unidentified,,3
2009,15-16May,early morning,10,nudibranch,Armina,Armina californica,1
2009,15-16May,evening,10,nudibranch,Armina,Armina californica,1
2009,15-16May,night,10,nudibranch,Armina,Armina californica,1
2009,15-16May,night,70,crab,red rock crab (f),Cancer productus,2
2009,15-16May,early morning,10,crab,red rock crab (m),Cancer productus,3
2009,15-16May,afternoon,10,shrimp,crangon shrimp,Crangon alaskensis,2
2009,15-16May,early morning,10,shrimp,crangon shrimp,Crangon alaskensis,3
2009,15-16May,evening,10,shrimp,crangon shrimp,Crangon alaskensis,1
2009,15-16May,morning,10,shrimp,crangon shrimp,Crangon alaskensis,4
2009,15-16May,early morning,25,shrimp,crangon shrimp,Crangon alaskensis,1
2009,15-16May,afternoon,50,shrimp,crangon shrimp,Crangon alaskensis,2
2009,15-16May,early morning,50,shrimp,crangon shrimp,Crangon alaskensis,6
2009,15-16May,evening,50,shrimp,crangon shrimp,Crangon alaskensis,2
2009,15-16May,morning,50,shrimp,crangon shrimp,Crangon alaskensis,4
2009,15-16May,night,50,shrimp,crangon shrimp,Crangon alaskensis,9
2009,15-16May,afternoon,70,shrimp,crangon shrimp,Crangon alaskensis,53
2009,15-16May,early morning,70,shrimp,crangon shrimp,Crangon alaskensis,26
2009,15-16May,evening,70,shrimp,crangon shrimp,Crangon alaskensis,16
2009,15-16May,morning,70,shrimp,crangon shrimp,Crangon alaskensis,14
2009,15-16May,night,70,shrimp,crangon shrimp,Crangon alaskensis,1
2009,15-16May,morning,50,squid,market squid,Doryteuthis opalescens,3
2009,15-16May,night,10,crab,Dungeness crab (f),Metacarcinus magister,2
2009,15-16May,night,25,crab,Dungeness crab (f),Metacarcinus magister,1
2009,15-16May,evening,50,crab,Dungeness crab (f),Metacarcinus magister,2
2009,15-16May,night,50,crab,Dungeness crab (f),Metacarcinus magister,2
2009,15-16May,evening,70,crab,Dungeness crab (f),Metacarcinus magister,1
2009,15-16May,morning,70,crab,Dungeness crab (f),Metacarcinus magister,1
2009,15-16May,night,70,crab,Dungeness crab (f),Metacarcinus magister,1
2009,15-16May,night,25,crab,Dungeness crab (m),Metacarcinus magister,1
2009,15-16May,night,50,crab,Dungeness crab (m),Metacarcinus magister,1
2009,15-16May,morning,70,crab,Dungeness crab (m),Metacarcinus magister,1
2009,15-16May,afternoon,10,crab,hermit crab,Paguroidea,4
2009,15-16May,evening,10,crab,hermit crab,Paguroidea,5
2009,15-16May,morning,10,crab,hermit crab,Paguroidea,2
2009,15-16May,early morning,70,shrimp,sidestripe shrimp,Pandalopsis dispar,42
2009,15-16May,night,70,shrimp,sidestripe shrimp,Pandalopsis dispar,1
2009,15-16May,afternoon,70,shrimp,Alaskan pink shrimp,Pandalus borealis,55
2009,15-16May,evening,70,shrimp,Alaskan pink shrimp,Pandalus borealis,6
2009,15-16May,morning,70,shrimp,Alaskan pink shrimp,Pandalus borealis,60
2009,15-16May,evening,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2009,15-16May,evening,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2009,15-16May,afternoon,50,shrimp,spot shrimp (prawn),Pandalus platyceros,2
2009,15-16May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,2
2009,15-16May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,5
2009,15-16May,night,10,shrimp,pink shrimp,Pandalus spp.,17
2009,15-16May,evening,50,shrimp,pink shrimp,Pandalus spp.,1
2009,15-16May,morning,50,shrimp,pink shrimp,Pandalus spp.,1
2009,15-16May,night,50,shrimp,pink shrimp,Pandalus spp.,28
2009,15-16May,morning,70,shrimp,striped shrimp,Pandalus spp.,7
2009,15-16May,night,10,sea star,pink sea star,Pisaster brevispinus,1
2009,15-16May,early morning,10,crab,kelp crab,Pugettia producta,1
2009,15-16May,afternoon,25,crab,kelp crab,Pugettia producta,1
2009,15-16May,night,25,crab,kelp crab,Pugettia producta,1
2009,15-16May,afternoon,70,crab,kelp crab,Pugettia producta,2
2009,15-16May,afternoon,50,squid,stubby squid,Rossia pacifica,1
2009,15-16May,early morning,70,squid,stubby squid,Rossia pacifica,1
2009,15-16May,morning,70,squid,stubby squid,Rossia pacifica,1
2009,15-16May,early morning,25,sea star,sun star,Solaster stimpsoni ,1
2009,15-16May,evening,25,sea star,sun star,Solaster stimpsoni ,1
2009,15-16May,afternoon,70,shrimp,unidentified (rainbow color) ,,13
2010,14-15May,early morning,10,nudibranch,Armina,Armina californica,1
2010,14-15May,evening,10,nudibranch,Armina,Armina californica,1
2010,14-15May,morning,10,nudibranch,Armina,Armina californica,1
2010,14-15May,afternoon,50,nudibranch,Armina,Armina californica,1
2010,14-15May,early morning,10,crab,red rock crab,Cancer productus,1
2010,14-15May,evening,10,crab,red rock crab,Cancer productus,2
2010,14-15May,night,10,crab,red rock crab,Cancer productus,1
2010,14-15May,evening,70,crab,red rock crab,Cancer productus,1
2010,14-15May,afternoon,10,shrimp,crangon shrimp,Crangon alaskensis,1
2010,14-15May,early morning,10,shrimp,crangon shrimp,Crangon alaskensis,1
2010,14-15May,evening,10,shrimp,crangon shrimp,Crangon alaskensis,10
2010,14-15May,night,10,shrimp,crangon shrimp,Crangon alaskensis,12
2010,14-15May,early morning,25,shrimp,crangon shrimp,Crangon alaskensis,3
2010,14-15May,evening,25,shrimp,crangon shrimp,Crangon alaskensis,9
2010,14-15May,morning,25,shrimp,crangon shrimp,Crangon alaskensis,2
2010,14-15May,night,25,shrimp,crangon shrimp,Crangon alaskensis,6
2010,14-15May,afternoon,50,shrimp,crangon shrimp,Crangon alaskensis,5
2010,14-15May,morning,50,shrimp,crangon shrimp,Crangon alaskensis,3
2010,14-15May,night,50,shrimp,crangon shrimp,Crangon alaskensis,4
2010,14-15May,afternoon,70,shrimp,crangon shrimp,Crangon alaskensis,42
2010,14-15May,early morning,70,shrimp,crangon shrimp,Crangon alaskensis,3
2010,14-15May,early morning,70,shrimp,crangon shrimp,Crangon alaskensis,63
2010,14-15May,morning,70,shrimp,crangon shrimp,Crangon alaskensis,65
2010,14-15May,night,70,shrimp,crangon shrimp,Crangon alaskensis,32
2010,14-15May,afternoon,10,squid,market squid,Doryteuthis opalescens,1
2010,14-15May,evening,10,squid,market squid,Doryteuthis opalescens,1
2010,14-15May,early morning,70,shrimp,doll eualid shrimp,Eualus pusiolus,19
2010,14-15May,morning,70,shrimp,doll eualid shrimp,Eualus pusiolus,28
2010,14-15May,night,70,shrimp,doll eualid shrimp,Eualus pusiolus,15
2010,14-15May,morning,70,sea star,spiny red star,Hippasteria spinosa,1
2010,14-15May,morning,70,sea star,sand star,Luidia foliolata,1
2010,14-15May,evening,10,crab,Dungeness crab,Metacarcinus magister,2
2010,14-15May,evening,25,crab,Dungeness crab,Metacarcinus magister,1
2010,14-15May,night,25,crab,Dungeness crab (f),Metacarcinus magister,1
2010,14-15May,early morning,50,crab,Dungeness crab (f),Metacarcinus magister,1
2010,14-15May,morning,50,crab,Dungeness crab (f),Metacarcinus magister,3
2010,14-15May,night,50,crab,Dungeness crab (f),Metacarcinus magister,3
2010,14-15May,early morning,70,crab,Dungeness crab (f),Metacarcinus magister,1
2010,14-15May,night,70,crab,Dungeness crab (f),Metacarcinus magister,1
2010,14-15May,morning,25,crab,Dungeness crab (m),Metacarcinus magister,2
2010,14-15May,early morning,50,crab,Dungeness crab (m),Metacarcinus magister,1
2010,14-15May,night,70,crab,Dungeness crab (m),Metacarcinus magister,1
2010,14-15May,afternoon,50,sea anemone,plumose anemone,Metridium senile,2
2010,14-15May,night,50,sea anemone,plumose anemone,Metridium senile,5
2010,14-15May,afternoon,70,sea anemone,plumose anemone,Metridium senile,4
2010,14-15May,early morning,70,sea anemone,plumose anemone,Metridium senile,2
2010,14-15May,morning,70,sea anemone,plumose anemone,Metridium senile,2
2010,14-15May,afternoon,10,crab,hermit crab,Paguroidea,11
2010,14-15May,early morning,10,crab,hermit crab,Paguroidea,3
2010,14-15May,evening,10,crab,hermit crab,Paguroidea,13
2010,14-15May,morning,10,crab,hermit crab,Paguroidea,6
2010,14-15May,night,10,crab,hermit crab,Paguroidea,14
2010,14-15May,early morning,25,crab,hermit crab,Paguroidea,4
2010,14-15May,morning,25,crab,hermit crab,Paguroidea,8
2010,14-15May,night,25,crab,hermit crab,Paguroidea,4
2010,14-15May,morning,25,shrimp,sidestripe shrimp,Pandalopsis dispar,1
2010,14-15May,morning,50,shrimp,sidestripe shrimp,Pandalopsis dispar,1
2010,14-15May,early morning,70,shrimp,sidestripe shrimp,Pandalopsis dispar,39
2010,14-15May,afternoon,70,shrimp,Alaskan pink shrimp,Pandalus borealis,93
2010,14-15May,morning,70,shrimp,Alaskan pink shrimp,Pandalus borealis,92
2010,14-15May,night,70,shrimp,Alaskan pink shrimp,Pandalus borealis,21
2010,14-15May,evening,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,6
2010,14-15May,morning,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,2
2010,14-15May,night,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2010,14-15May,early morning,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,7
2010,14-15May,morning,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2010,14-15May,evening,50,shrimp,humpy (coonstripe) shrimp,Pandalus goniurus,1
2010,14-15May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,3
2010,14-15May,night,50,shrimp,pink shrimp,Pandalus spp.,16
2010,14-15May,afternoon,70,shrimp,yellowleg pandalid,Pandalus tridens,3
2010,14-15May,evening,70,sea cucumber,Giant California sea cucumber,Parastichopus californicus,1
2010,14-15May,afternoon,10,sea pen,orange sea pen,Ptilosarcus gurneyi,33
2010,14-15May,early morning,10,sea pen,orange sea pen,Ptilosarcus gurneyi,6
2010,14-15May,evening,10,sea pen,orange sea pen,Ptilosarcus gurneyi,18
2010,14-15May,night,10,sea pen,orange sea pen,Ptilosarcus gurneyi,1
2010,14-15May,afternoon,25,sea pen,orange sea pen,Ptilosarcus gurneyi,1
2010,14-15May,early morning,25,sea pen,orange sea pen,Ptilosarcus gurneyi,6
2010,14-15May,night,25,sea pen,orange sea pen,Ptilosarcus gurneyi,2
2010,14-15May,evening,10,crab,kelp crab,Pugettia producta,1
2010,14-15May,morning,25,crab,kelp crab,Pugettia producta,1
2010,14-15May,morning,50,crab,kelp crab,Pugettia producta,1
2010,14-15May,afternoon,10,sea star,sunflower sea star,Pycnopodia helianthoides,1
2010,14-15May,night,10,sea star,sunflower sea star,Pycnopodia helianthoides,2
2010,14-15May,early morning,10,squid,stubby squid,Rossia pacifica,2
2010,14-15May,night,25,squid,stubby squid,Rossia pacifica,1
2010,14-15May,morning,50,squid,stubby squid,Rossia pacifica,3
2010,14-15May,early morning,70,squid,stubby squid,Rossia pacifica,3
2010,14-15May,early morning,25,sea star,sun star,Solaster stimpsoni ,1
2010,14-15May,evening,70,sea star,sun star,Solaster stimpsoni ,1
2010,14-15May,night,25,shrimp,blade shrimp,Spirontocaris spp.,1
2010,14-15May,afternoon,70,shrimp,blade shrimp,Spirontocaris spp.,1
2010,14-15May,morning,70,shrimp,blade shrimp,Spirontocaris spp.,1
2011,13-14May,evening,10,nudibranch,Armina,Armina californica,1
2011,13-14May,evening,50,crab,red rock crab (f),Cancer productus,2
2011,13-14May,morning,70,crab,red rock crab (f),Cancer productus,2
2011,13-14May,evening,10,shrimp,crangon shrimp,Crangon alaskensis,9
2011,13-14May,early morning,25,shrimp,crangon shrimp,Crangon alaskensis,48
2011,13-14May,evening,25,shrimp,crangon shrimp,Crangon alaskensis,39
2011,13-14May,morning,25,shrimp,crangon shrimp,Crangon alaskensis,4
2011,13-14May,evening,50,shrimp,crangon shrimp,Crangon alaskensis,7
2011,13-14May,morning,50,shrimp,crangon shrimp,Crangon alaskensis,15
2011,13-14May,evening,70,shrimp,crangon shrimp,Crangon alaskensis,17
2011,13-14May,morning,70,shrimp,crangon shrimp,Crangon alaskensis,72
2011,13-14May,evening,25,sea star,leather star,Dermasterias imbricata,1
2011,13-14May,early morning,10,squid,market squid,Doryteuthis opalescens,1
2011,13-14May,early morning,10,crab,Dungeness crab (f),Metacarcinus magister,1
2011,13-14May,early morning,25,crab,Dungeness crab (f),Metacarcinus magister,3
2011,13-14May,evening,50,crab,Dungeness crab (f),Metacarcinus magister,1
2011,13-14May,morning,70,crab,Dungeness crab (f),Metacarcinus magister,1
2011,13-14May,early morning,10,crab,Dungeness crab (m),Metacarcinus magister,4
2011,13-14May,early morning,25,crab,Dungeness crab (m),Metacarcinus magister,1
2011,13-14May,evening,25,crab,Dungeness crab (m),Metacarcinus magister,3
2011,13-14May,morning,25,crab,Dungeness crab (m),Metacarcinus magister,2
2011,13-14May,morning,70,crab,Dungeness crab (m),Metacarcinus magister,1
2011,13-14May,morning,25,sea anemone,plumose anemone,Metridium senile,1
2011,13-14May,evening,70,sea anemone,plumose anemone,Metridium senile,12
2011,13-14May,morning,70,sea anemone,plumose anemone,Metridium senile,1
2011,13-14May,evening,10,crab,hermit crab,Paguroidea,3
2011,13-14May,morning,70,shrimp,Alaskan pink shrimp,Pandalus borealis,11
2011,13-14May,evening,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2011,13-14May,early morning,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,2
2011,13-14May,evening,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2011,13-14May,early morning,25,shrimp,spot shrimp (prawn),Pandalus platyceros,3
2011,13-14May,morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,21
2011,13-14May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,8
2011,13-14May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,66
2011,13-14May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,9
2011,13-14May,early morning,25,shrimp,pink shrimp,Pandalus spp.,28
2011,13-14May,evening,50,shrimp,pink shrimp,Pandalus spp.,50
2011,13-14May,morning,50,shrimp,pink shrimp,Pandalus spp.,3
2011,13-14May,evening,70,shrimp,pink shrimp,Pandalus spp.,10
2011,13-14May,evening,50,sea star,pink sea star,Pisaster brevispinus,1
2011,13-14May,evening,10,sea pen,orange sea pen,Ptilosarcus gurneyi,23
2011,13-14May,evening,25,sea pen,orange sea pen,Ptilosarcus gurneyi,4
2011,13-14May,morning,25,sea pen,orange sea pen,Ptilosarcus gurneyi,6
2011,13-14May,morning,50,sea pen,orange sea pen,Ptilosarcus gurneyi,3
2011,13-14May,evening,50,crab,kelp crab,Pugettia producta,1
2011,13-14May,evening,70,crab,kelp crab,Pugettia producta,1
2011,13-14May,early morning,25,squid,stubby squid,Rossia pacifica,1
2011,13-14May,early morning,10,sea star,morning sun star,Solaster dawsoni,1
2011,13-14May,evening,10,sea star,sun star,Solaster stimpsoni ,1
2011,13-14May,morning,70,shrimp,unidentified,,17
2012,11-12May,afternoon,10,nudibranch,Armina,Armina californica,1
2012,11-12May,early morning,10,shrimp,crangon shrimp,Crangon alaskensis,3
2012,11-12May,morning,10,shrimp,crangon shrimp,Crangon alaskensis,4
2012,11-12May,afternoon,25,shrimp,crangon shrimp,Crangon alaskensis,1
2012,11-12May,early morning,25,shrimp,crangon shrimp,Crangon alaskensis,2
